filename,class_id,real_label
val_151.JPEG,n07768694,pomegranate
val_152.JPEG,n02113799,standard_poodle
val_153.JPEG,n03796401,moving_van
val_154.JPEG,n02481823,chimpanzee
val_155.JPEG,n03599486,jinrikisha
val_156.JPEG,n02415577,bighorn
val_157.JPEG,n04311004,steel_arch_bridge
val_158.JPEG,n03355925,flagpole
val_159.JPEG,n02666196,abacus
val_160.JPEG,n02056570,king_penguin
val_161.JPEG,n07720875,bell_pepper
val_162.JPEG,n01917289,brain_coral
val_163.JPEG,n02364673,guinea_pig
val_164.JPEG,n04417672,thatch
val_165.JPEG,n02769748,backpack
val_166.JPEG,n07695742,pretzel
val_167.JPEG,n02795169,barrel
val_168.JPEG,n02841315,binoculars
val_169.JPEG,n03970156,plunger
val_170.JPEG,n03930313,picket_fence
val_171.JPEG,n07734744,mushroom
val_172.JPEG,n04465501,tractor
val_173.JPEG,n04376876,syringe
val_174.JPEG,n03637318,lampshade
val_175.JPEG,n03393912,freight_car
val_176.JPEG,n02403003,ox
val_177.JPEG,n03838899,oboe
val_178.JPEG,n04099969,rocking_chair
val_179.JPEG,n02123045,tabby
val_180.JPEG,n02125311,cougar
val_181.JPEG,n03662601,lifeboat
val_182.JPEG,n02321529,sea_cucumber
val_183.JPEG,n04560804,water_jug
val_184.JPEG,n04254777,sock
val_185.JPEG,n03637318,lampshade
val_186.JPEG,n03992509,potter's_wheel
val_187.JPEG,n02504458,African_elephant
val_188.JPEG,n02233338,cockroach
val_189.JPEG,n01950731,sea_slug
val_190.JPEG,n03770439,miniskirt
val_191.JPEG,n01910747,jellyfish
val_192.JPEG,n01774384,black_widow
val_193.JPEG,n04259630,sombrero
val_194.JPEG,n02948072,candle
val_195.JPEG,n03970156,plunger
val_196.JPEG,n02837789,bikini
val_197.JPEG,n01945685,slug
val_198.JPEG,n02074367,dugong
val_199.JPEG,n02509815,lesser_panda
val_200.JPEG,n02437312,Arabian_camel
val_201.JPEG,n03424325,gasmask
val_202.JPEG,n06596364,comic_book
val_203.JPEG,n07614500,ice_cream
val_204.JPEG,n02948072,candle
val_205.JPEG,n01774750,tarantula
val_206.JPEG,n02793495,barn
val_207.JPEG,n03796401,moving_van
val_208.JPEG,n01910747,jellyfish
val_209.JPEG,n03201208,dining_table
val_210.JPEG,n02793495,barn
val_211.JPEG,n01698640,American_alligator
val_212.JPEG,n04487081,trolleybus
val_213.JPEG,n02793495,barn
val_214.JPEG,n02814860,beacon
val_215.JPEG,n04456115,torch
val_216.JPEG,n04328186,stopwatch
val_217.JPEG,n06596364,comic_book
val_218.JPEG,n02123045,tabby
val_219.JPEG,n07614500,ice_cream
val_220.JPEG,n03980874,poncho
val_221.JPEG,n03662601,lifeboat
val_222.JPEG,n07695742,pretzel
val_223.JPEG,n02123394,Persian_cat
val_224.JPEG,n01917289,brain_coral
val_225.JPEG,n07711569,mashed_potato
val_226.JPEG,n07579787,plate
val_227.JPEG,n02837789,bikini
val_228.JPEG,n04328186,stopwatch
val_229.JPEG,n04285008,sports_car
val_230.JPEG,n02841315,binoculars
val_231.JPEG,n03662601,lifeboat
val_232.JPEG,n04560804,water_jug
val_233.JPEG,n03930313,picket_fence
val_234.JPEG,n02927161,butcher_shop
val_235.JPEG,n06596364,comic_book
val_236.JPEG,n02769748,backpack
val_237.JPEG,n03854065,organ
val_238.JPEG,n04254777,sock
val_239.JPEG,n07614500,ice_cream
val_240.JPEG,n02883205,bow_tie
val_241.JPEG,n02113799,standard_poodle
val_242.JPEG,n02099601,golden_retriever
val_243.JPEG,n02056570,king_penguin
val_244.JPEG,n09428293,seashore
val_245.JPEG,n01910747,jellyfish
val_246.JPEG,n02669723,academic_gown
val_247.JPEG,n02906734,broom
val_248.JPEG,n02233338,cockroach
val_249.JPEG,n01742172,boa_constrictor
val_250.JPEG,n04465501,tractor
val_251.JPEG,n04067472,reel
val_252.JPEG,n02699494,altar
val_253.JPEG,n02231487,walking_stick
val_254.JPEG,n04008634,projectile
val_255.JPEG,n03854065,organ
val_256.JPEG,n02814533,beach_wagon
val_257.JPEG,n02129165,lion
val_258.JPEG,n03393912,freight_car
val_259.JPEG,n02113799,standard_poodle
val_260.JPEG,n01641577,bullfrog
val_261.JPEG,n07715103,cauliflower
val_262.JPEG,n09246464,cliff
val_263.JPEG,n02950826,cannon
val_264.JPEG,n04311004,steel_arch_bridge
val_265.JPEG,n02480495,orangutan
val_266.JPEG,n02841315,binoculars
val_267.JPEG,n02843684,birdhouse
val_268.JPEG,n02056570,king_penguin
val_269.JPEG,n04328186,stopwatch
val_270.JPEG,n02509815,lesser_panda
val_271.JPEG,n03100240,convertible
val_272.JPEG,n06596364,comic_book
val_273.JPEG,n04487081,trolleybus
val_274.JPEG,n02504458,African_elephant
val_275.JPEG,n01882714,koala
val_276.JPEG,n03992509,potter's_wheel
val_277.JPEG,n03447447,gondola
val_278.JPEG,n01855672,goose
val_279.JPEG,n02226429,grasshopper
val_280.JPEG,n01784675,centipede
val_281.JPEG,n04285008,sports_car
val_282.JPEG,n01917289,brain_coral
val_283.JPEG,n04356056,sunglasses
val_284.JPEG,n03444034,go-kart
val_285.JPEG,n03902125,pay-phone
val_286.JPEG,n02074367,dugong
val_287.JPEG,n02814533,beach_wagon
val_288.JPEG,n02793495,barn
val_289.JPEG,n03400231,frying_pan
val_290.JPEG,n03980874,poncho
val_291.JPEG,n04486054,triumphal_arch
val_292.JPEG,n03992509,potter's_wheel
val_293.JPEG,n03085013,computer_keyboard
val_294.JPEG,n01644900,tailed_frog
val_295.JPEG,n04074963,remote_control
val_296.JPEG,n02231487,walking_stick
val_297.JPEG,n04532670,viaduct
val_298.JPEG,n07768694,pomegranate
val_299.JPEG,n03838899,oboe
val_300.JPEG,n07873807,pizza
val_301.JPEG,n03670208,limousine
val_302.JPEG,n02395406,hog
val_303.JPEG,n03544143,hourglass
val_304.JPEG,n01768244,trilobite
val_305.JPEG,n07695742,pretzel
val_306.JPEG,n02056570,king_penguin
val_307.JPEG,n03179701,desk
val_308.JPEG,n04254777,sock
val_309.JPEG,n02795169,barrel
val_310.JPEG,n12267677,acorn
val_311.JPEG,n03179701,desk
val_312.JPEG,n02791270,barbershop
val_313.JPEG,n04560804,water_jug
val_314.JPEG,n04486054,triumphal_arch
val_315.JPEG,n01917289,brain_coral
val_316.JPEG,n02843684,birdhouse
val_317.JPEG,n03250847,drumstick
val_318.JPEG,n03770439,miniskirt
val_319.JPEG,n02883205,bow_tie
val_320.JPEG,n03544143,hourglass
val_321.JPEG,n04133789,sandal
val_322.JPEG,n02917067,bullet_train
val_323.JPEG,n01768244,trilobite
val_324.JPEG,n02480495,orangutan
val_325.JPEG,n03763968,military_uniform
val_326.JPEG,n02481823,chimpanzee
val_327.JPEG,n02268443,dragonfly
val_328.JPEG,n03179701,desk
val_329.JPEG,n02814860,beacon
val_330.JPEG,n02988304,CD_player
val_331.JPEG,n02056570,king_penguin
val_332.JPEG,n04146614,school_bus
val_333.JPEG,n04356056,sunglasses
val_334.JPEG,n02788148,bannister
val_335.JPEG,n02699494,altar
val_336.JPEG,n07711569,mashed_potato
val_337.JPEG,n07873807,pizza
val_338.JPEG,n03014705,chest
val_339.JPEG,n02123394,Persian_cat
val_340.JPEG,n04366367,suspension_bridge
val_341.JPEG,n02814533,beach_wagon
val_342.JPEG,n03026506,Christmas_stocking
val_343.JPEG,n01774750,tarantula
val_344.JPEG,n04597913,wooden_spoon
val_345.JPEG,n03814639,neck_brace
val_346.JPEG,n01917289,brain_coral
val_347.JPEG,n03042490,cliff_dwelling
val_348.JPEG,n02236044,mantis
val_349.JPEG,n02837789,bikini
val_350.JPEG,n01698640,American_alligator
val_351.JPEG,n07695742,pretzel
val_352.JPEG,n02403003,ox
val_353.JPEG,n04146614,school_bus
val_354.JPEG,n02795169,barrel
val_355.JPEG,n03444034,go-kart
val_356.JPEG,n02085620,Chihuahua
val_357.JPEG,n01882714,koala
val_358.JPEG,n01882714,koala
val_359.JPEG,n07734744,mushroom
val_360.JPEG,n03544143,hourglass
val_361.JPEG,n02909870,bucket
val_362.JPEG,n04328186,stopwatch
val_363.JPEG,n04597913,wooden_spoon
val_364.JPEG,n02226429,grasshopper
val_365.JPEG,n04562935,water_tower
val_366.JPEG,n07749582,lemon
val_367.JPEG,n01983481,American_lobster
val_368.JPEG,n03089624,confectionery
val_369.JPEG,n03544143,hourglass
val_370.JPEG,n07749582,lemon
val_371.JPEG,n01945685,slug
val_372.JPEG,n01774750,tarantula
val_373.JPEG,n04376876,syringe
val_374.JPEG,n03584254,iPod
val_375.JPEG,n02988304,CD_player
val_376.JPEG,n02927161,butcher_shop
val_377.JPEG,n09246464,cliff
val_378.JPEG,n03544143,hourglass
val_379.JPEG,n02999410,chain
val_380.JPEG,n02233338,cockroach
val_381.JPEG,n07747607,orange
val_382.JPEG,n07615774,ice_lolly
val_383.JPEG,n02808440,bathtub
val_384.JPEG,n01910747,jellyfish
val_385.JPEG,n02480495,orangutan
val_386.JPEG,n04560804,water_jug
val_387.JPEG,n02233338,cockroach
val_388.JPEG,n02791270,barbershop
val_389.JPEG,n03983396,pop_bottle
val_390.JPEG,n02486410,baboon
val_391.JPEG,n03980874,poncho
val_392.JPEG,n03126707,crane
val_393.JPEG,n01855672,goose
val_394.JPEG,n03854065,organ
val_395.JPEG,n02837789,bikini
val_396.JPEG,n03447447,gondola
val_397.JPEG,n02395406,hog
val_398.JPEG,n04532670,viaduct
val_399.JPEG,n01774750,tarantula
val_400.JPEG,n03649909,lawn_mower
val_401.JPEG,n03937543,pill_bottle
val_402.JPEG,n04328186,stopwatch
val_403.JPEG,n03250847,drumstick
val_404.JPEG,n03404251,fur_coat
val_405.JPEG,n02480495,orangutan
val_406.JPEG,n07614500,ice_cream
val_407.JPEG,n02099601,golden_retriever
val_408.JPEG,n02099601,golden_retriever
val_409.JPEG,n04507155,umbrella
val_410.JPEG,n01641577,bullfrog
val_411.JPEG,n02843684,birdhouse
val_412.JPEG,n03179701,desk
val_413.JPEG,n03201208,dining_table
val_414.JPEG,n04067472,reel
val_415.JPEG,n02815834,beaker
val_416.JPEG,n04328186,stopwatch
val_417.JPEG,n07720875,bell_pepper
val_418.JPEG,n04149813,scoreboard
val_419.JPEG,n04371430,swimming_trunks
val_420.JPEG,n04179913,sewing_machine
val_421.JPEG,n03980874,poncho
val_422.JPEG,n02403003,ox
val_423.JPEG,n01983481,American_lobster
val_424.JPEG,n04366367,suspension_bridge
val_425.JPEG,n09193705,alp
val_426.JPEG,n02132136,brown_bear
val_427.JPEG,n03544143,hourglass
val_428.JPEG,n02132136,brown_bear
val_429.JPEG,n03014705,chest
val_430.JPEG,n01944390,snail
val_431.JPEG,n01950731,sea_slug
val_432.JPEG,n03838899,oboe
val_433.JPEG,n01784675,centipede
val_434.JPEG,n02415577,bighorn
val_435.JPEG,n04008634,projectile
val_436.JPEG,n02730930,apron
val_437.JPEG,n02056570,king_penguin
val_438.JPEG,n12267677,acorn
val_439.JPEG,n02837789,bikini
val_440.JPEG,n04067472,reel
val_441.JPEG,n03400231,frying_pan
val_442.JPEG,n02132136,brown_bear
val_443.JPEG,n04532670,viaduct
val_444.JPEG,n04251144,snorkel
val_445.JPEG,n03355925,flagpole
val_446.JPEG,n01644900,tailed_frog
val_447.JPEG,n03763968,military_uniform
val_448.JPEG,n03042490,cliff_dwelling
val_449.JPEG,n04251144,snorkel
val_450.JPEG,n03179701,desk
val_451.JPEG,n02074367,dugong
val_452.JPEG,n04356056,sunglasses
val_453.JPEG,n04366367,suspension_bridge
val_454.JPEG,n01944390,snail
val_455.JPEG,n04328186,stopwatch
val_456.JPEG,n07720875,bell_pepper
val_457.JPEG,n03763968,military_uniform
val_458.JPEG,n02123045,tabby
val_459.JPEG,n03400231,frying_pan
val_460.JPEG,n09193705,alp
val_461.JPEG,n04254777,sock
val_462.JPEG,n02058221,albatross
val_463.JPEG,n03599486,jinrikisha
val_464.JPEG,n04311004,steel_arch_bridge
val_465.JPEG,n03100240,convertible
val_466.JPEG,n07873807,pizza
val_467.JPEG,n04275548,spider_web
val_468.JPEG,n03838899,oboe
val_469.JPEG,n03014705,chest
val_470.JPEG,n01917289,brain_coral
val_471.JPEG,n02058221,albatross
val_472.JPEG,n02909870,bucket
val_473.JPEG,n02099601,golden_retriever
val_474.JPEG,n03014705,chest
val_475.JPEG,n02802426,basketball
val_476.JPEG,n04417672,thatch
val_477.JPEG,n02099601,golden_retriever
val_478.JPEG,n02988304,CD_player
val_479.JPEG,n04023962,punching_bag
val_480.JPEG,n03447447,gondola
val_481.JPEG,n01698640,American_alligator
val_482.JPEG,n02988304,CD_player
val_483.JPEG,n02504458,African_elephant
val_484.JPEG,n02125311,cougar
val_485.JPEG,n04486054,triumphal_arch
val_486.JPEG,n03160309,dam
val_487.JPEG,n02909870,bucket
val_488.JPEG,n02190166,fly
val_489.JPEG,n04265275,space_heater
val_490.JPEG,n01855672,goose
val_491.JPEG,n07871810,meat_loaf
val_492.JPEG,n02099712,Labrador_retriever
val_493.JPEG,n04456115,torch
val_494.JPEG,n02815834,beaker
val_495.JPEG,n03250847,drumstick
val_496.JPEG,n04486054,triumphal_arch
val_497.JPEG,n02410509,bison
val_498.JPEG,n02843684,birdhouse
val_499.JPEG,n04560804,water_jug
val_500.JPEG,n02002724,black_stork
val_501.JPEG,n02906734,broom
val_502.JPEG,n07695742,pretzel
val_503.JPEG,n02509815,lesser_panda
val_504.JPEG,n04259630,sombrero
val_505.JPEG,n03444034,go-kart
val_506.JPEG,n02977058,cash_machine
val_507.JPEG,n01855672,goose
val_508.JPEG,n04008634,projectile
val_509.JPEG,n03983396,pop_bottle
val_510.JPEG,n01768244,trilobite
val_511.JPEG,n02504458,African_elephant
val_512.JPEG,n02814860,beacon
val_513.JPEG,n09246464,cliff
val_514.JPEG,n01770393,scorpion
val_515.JPEG,n03424325,gasmask
val_516.JPEG,n02437312,Arabian_camel
val_517.JPEG,n02124075,Egyptian_cat
val_518.JPEG,n03706229,magnetic_compass
val_519.JPEG,n03447447,gondola
val_520.JPEG,n01950731,sea_slug
val_521.JPEG,n02129165,lion
val_522.JPEG,n02486410,baboon
val_523.JPEG,n02231487,walking_stick
val_524.JPEG,n12267677,acorn
val_525.JPEG,n04275548,spider_web
val_526.JPEG,n07749582,lemon
val_527.JPEG,n07715103,cauliflower
val_528.JPEG,n02948072,candle
val_529.JPEG,n07749582,lemon
val_530.JPEG,n02815834,beaker
val_531.JPEG,n03544143,hourglass
val_532.JPEG,n03404251,fur_coat
val_533.JPEG,n02231487,walking_stick
val_534.JPEG,n07871810,meat_loaf
val_535.JPEG,n04070727,refrigerator
val_536.JPEG,n02669723,academic_gown
val_537.JPEG,n03814639,neck_brace
val_538.JPEG,n03014705,chest
val_539.JPEG,n02233338,cockroach
val_540.JPEG,n02669723,academic_gown
val_541.JPEG,n02094433,Yorkshire_terrier
val_542.JPEG,n02364673,guinea_pig
val_543.JPEG,n02415577,bighorn
val_544.JPEG,n04540053,volleyball
val_545.JPEG,n06596364,comic_book
val_546.JPEG,n03649909,lawn_mower
val_547.JPEG,n02123394,Persian_cat
val_548.JPEG,n09193705,alp
val_549.JPEG,n03424325,gasmask
val_550.JPEG,n04456115,torch
val_551.JPEG,n03983396,pop_bottle
val_552.JPEG,n01944390,snail
val_553.JPEG,n02074367,dugong
val_554.JPEG,n02085620,Chihuahua
val_555.JPEG,n03424325,gasmask
val_556.JPEG,n02793495,barn
val_557.JPEG,n02321529,sea_cucumber
val_558.JPEG,n07583066,guacamole
val_559.JPEG,n01950731,sea_slug
val_560.JPEG,n02058221,albatross
val_561.JPEG,n07583066,guacamole
val_562.JPEG,n04070727,refrigerator
val_563.JPEG,n07715103,cauliflower
val_564.JPEG,n03804744,nail
val_565.JPEG,n04070727,refrigerator
val_566.JPEG,n02906734,broom
val_567.JPEG,n02892201,brass
val_568.JPEG,n04398044,teapot
val_569.JPEG,n01742172,boa_constrictor
val_570.JPEG,n04285008,sports_car
val_571.JPEG,n04023962,punching_bag
val_572.JPEG,n03649909,lawn_mower
val_573.JPEG,n02268443,dragonfly
val_574.JPEG,n03891332,parking_meter
val_575.JPEG,n07749582,lemon
val_576.JPEG,n02279972,monarch
val_577.JPEG,n03902125,pay-phone
val_578.JPEG,n03902125,pay-phone
val_579.JPEG,n03970156,plunger
val_580.JPEG,n03637318,lampshade
val_581.JPEG,n02268443,dragonfly
val_582.JPEG,n04540053,volleyball
val_583.JPEG,n02085620,Chihuahua
val_584.JPEG,n02279972,monarch
val_585.JPEG,n02236044,mantis
val_586.JPEG,n04398044,teapot
val_587.JPEG,n03854065,organ
val_588.JPEG,n07749582,lemon
val_589.JPEG,n03980874,poncho
val_590.JPEG,n12267677,acorn
val_591.JPEG,n12267677,acorn
val_592.JPEG,n02481823,chimpanzee
val_593.JPEG,n12267677,acorn
val_594.JPEG,n04456115,torch
val_595.JPEG,n03201208,dining_table
val_596.JPEG,n02666196,abacus
val_597.JPEG,n03584254,iPod
val_598.JPEG,n04356056,sunglasses
val_599.JPEG,n03796401,moving_van
val_600.JPEG,n02281406,sulphur_butterfly
val_601.JPEG,n02977058,cash_machine
val_602.JPEG,n02085620,Chihuahua
val_603.JPEG,n02988304,CD_player
val_604.JPEG,n04179913,sewing_machine
val_605.JPEG,n04398044,teapot
val_606.JPEG,n03179701,desk
val_607.JPEG,n03355925,flagpole
val_608.JPEG,n07695742,pretzel
val_609.JPEG,n02415577,bighorn
val_610.JPEG,n03179701,desk
val_611.JPEG,n01443537,goldfish
val_612.JPEG,n03902125,pay-phone
val_613.JPEG,n03617480,kimono
val_614.JPEG,n01917289,brain_coral
val_615.JPEG,n02948072,candle
val_616.JPEG,n01945685,slug
val_617.JPEG,n09332890,lakeside
val_618.JPEG,n03637318,lampshade
val_619.JPEG,n03100240,convertible
val_620.JPEG,n07711569,mashed_potato
val_621.JPEG,n07695742,pretzel
val_622.JPEG,n03796401,moving_van
val_623.JPEG,n02909870,bucket
val_624.JPEG,n03854065,organ
val_625.JPEG,n03388043,fountain
val_626.JPEG,n02504458,African_elephant
val_627.JPEG,n01644900,tailed_frog
val_628.JPEG,n07871810,meat_loaf
val_629.JPEG,n03733131,maypole
val_630.JPEG,n04371430,swimming_trunks
val_631.JPEG,n02841315,binoculars
val_632.JPEG,n04008634,projectile
val_633.JPEG,n07734744,mushroom
val_634.JPEG,n01644900,tailed_frog
val_635.JPEG,n02403003,ox
val_636.JPEG,n07768694,pomegranate
val_637.JPEG,n03201208,dining_table
val_638.JPEG,n03100240,convertible
val_639.JPEG,n03891332,parking_meter
val_640.JPEG,n03977966,police_van
val_641.JPEG,n04417672,thatch
val_642.JPEG,n02231487,walking_stick
val_643.JPEG,n03255030,dumbbell
val_644.JPEG,n04562935,water_tower
val_645.JPEG,n02321529,sea_cucumber
val_646.JPEG,n03404251,fur_coat
val_647.JPEG,n04285008,sports_car
val_648.JPEG,n03599486,jinrikisha
val_649.JPEG,n02206856,bee
val_650.JPEG,n02058221,albatross
val_651.JPEG,n01443537,goldfish
val_652.JPEG,n03706229,magnetic_compass
val_653.JPEG,n01443537,goldfish
val_654.JPEG,n07734744,mushroom
val_655.JPEG,n09256479,coral_reef
val_656.JPEG,n03838899,oboe
val_657.JPEG,n04179913,sewing_machine
val_658.JPEG,n04376876,syringe
val_659.JPEG,n02841315,binoculars
val_660.JPEG,n03804744,nail
val_661.JPEG,n04008634,projectile
val_662.JPEG,n02948072,candle
val_663.JPEG,n02927161,butcher_shop
val_664.JPEG,n03617480,kimono
val_665.JPEG,n02437312,Arabian_camel
val_666.JPEG,n04179913,sewing_machine
val_667.JPEG,n03891332,parking_meter
val_668.JPEG,n03930313,picket_fence
val_669.JPEG,n01768244,trilobite
val_670.JPEG,n04597913,wooden_spoon
val_671.JPEG,n02699494,altar
val_672.JPEG,n03100240,convertible
val_673.JPEG,n04376876,syringe
val_674.JPEG,n02814533,beach_wagon
val_675.JPEG,n04179913,sewing_machine
val_676.JPEG,n07871810,meat_loaf
val_677.JPEG,n01944390,snail
val_678.JPEG,n04399382,teddy
val_679.JPEG,n02950826,cannon
val_680.JPEG,n02988304,CD_player
val_681.JPEG,n03179701,desk
val_682.JPEG,n04008634,projectile
val_683.JPEG,n02699494,altar
val_684.JPEG,n07579787,plate
val_685.JPEG,n04465501,tractor
val_686.JPEG,n04179913,sewing_machine
val_687.JPEG,n02788148,bannister
val_688.JPEG,n04149813,scoreboard
val_689.JPEG,n07579787,plate
val_690.JPEG,n04254777,sock
val_691.JPEG,n01770393,scorpion
val_692.JPEG,n04486054,triumphal_arch
val_693.JPEG,n07768694,pomegranate
val_694.JPEG,n07720875,bell_pepper
val_695.JPEG,n02085620,Chihuahua
val_696.JPEG,n03355925,flagpole
val_697.JPEG,n01742172,boa_constrictor
val_698.JPEG,n04560804,water_jug
val_699.JPEG,n02669723,academic_gown
val_700.JPEG,n03804744,nail
val_701.JPEG,n02056570,king_penguin
val_702.JPEG,n12267677,acorn
val_703.JPEG,n02963159,cardigan
val_704.JPEG,n01742172,boa_constrictor
val_705.JPEG,n04070727,refrigerator
val_706.JPEG,n02123045,tabby
val_707.JPEG,n03980874,poncho
val_708.JPEG,n01784675,centipede
val_709.JPEG,n01917289,brain_coral
val_710.JPEG,n07715103,cauliflower
val_711.JPEG,n02927161,butcher_shop
val_712.JPEG,n03930313,picket_fence
val_713.JPEG,n02099712,Labrador_retriever
val_714.JPEG,n07873807,pizza
val_715.JPEG,n03796401,moving_van
val_716.JPEG,n02808440,bathtub
val_717.JPEG,n01774384,black_widow
val_718.JPEG,n03770439,miniskirt
val_719.JPEG,n01945685,slug
val_720.JPEG,n02837789,bikini
val_721.JPEG,n03670208,limousine
val_722.JPEG,n03599486,jinrikisha
val_723.JPEG,n02883205,bow_tie
val_724.JPEG,n04328186,stopwatch
val_725.JPEG,n04133789,sandal
val_726.JPEG,n02802426,basketball
val_727.JPEG,n02281406,sulphur_butterfly
